Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.57099915,49.65299988,49.09400177,48.74700165,48.40000153,48.4129982,48.73099899,48.21500015,47.39400101,47.05599976,46.89500046,46.09899902,46.09999847,46.17399979,46.35800171,46.56999969,46.71900177,46.74700165,46.4620018,46.4640007,46.35200119,46.3769989,47.23300171,47.77500153,48.30099869,49.1629982,50.04800034,51.62200165,51.60699844,51.52899933
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.459000111,7.704999924,8.017999649,8.194999695,8.524999619,9.267000198,9.420999527,9.637000084,9.819000244,10.01000023,9.769000053,10.05500031,9.416000366,9.197999954,9.013999939,9.368000031,11.22599983,11.0909996,11.69900036,11.92500019,11.96500015,11.84899998,10.7869997,11.0369997,10.81099987,10.67399979,10.8039999,10.95699978,11.02799988,11.09000015
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.41400146,64.21299744,64.14499664,59.55899811,57.18500137,55.76399994,55.78499985,55.875,55.63100052,56.00600052,57.40299988,57.80799866,57.95299911,57.6609993,58.18099976,58.71900177,59.48199844,60.43299866,60.23099899,61.03900146,61.30799866,61.16899872,61.63700104,61.82400131,61.78300095,60.80199814,59.76399994,59.64400101,59.40200043,58.91799927
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.97599792,68.01499939,67.97100067,67.96900177,67.98500061,67.97699738,68.03399658,68.00499725,68.01699829,66.62000275,65.06199646,63.50099945,61.81200027,60.14699936,58.47800064,59.76599884,61.04700089,62.36000061,63.3370018,64.3259964,65.37200165,66.30400085,67.14299774,68.00700378,68.83100128,69.65899658,69.79599762,69.90200043,70.10800171,70.30200195
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.43900299,75.34600067,75.18800354,75.0510025,74.87599945,74.73699951,74.54199982,74.26499939,74.02500153,73.85700226,73.64700317,73.44599915,73.25800323,73.12999725,73.00099945,72.94999695,72.85099792,72.73999786,72.48799896,72.31900024,72.18900299,72.0719986,71.96299744,71.91100311,71.85900116,71.81900024,71.85299683,71.82900238,71.72899628,71.57700348
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.04499817,45.89300156,45.81299973,46.75,47.5,48.20100021,48.82799911,44.59400177,45.35100174,47.07500076,47.67100143,48.40999985,47.45000076,48.39099884,48.70000076,49.10900116,49.2140007,48.88299942,47.7840004,47.86500168,48.18600082,48.56499863,48.87400055,49.69599915,50.06600189,50.36500168,50.85499954,50.92900085,50.83000183,50.56299973
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.41500092,38.47200012,39.02199936,39.88600159,40.31100082,40.65800095,41.07099915,41.47499847,42.30099869,42.4620018,42.45299911,42.20000076,41.07600021,40.45500183,40.41199875,40.72600174,41.0929985,41.69200134,43.62400055,45.23500061,45.32400131,45.51399994,46.12200165,46.79999924,47.68399811,47.09000015,47.69300079,47.16799927,46.93899918,46.56700134
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.86800003,51.13100052,51.27899933,52.68199921,52.77500153,51.24300003,50.55899811,49.84199905,50.07400131,50.39799881,50.04100037,47.38499832,48.33599854,48.59000015,49.16400146,49.5,48.90499878,48.18899918,47.44100189,46.97299957,47.44300079,46.68999863,44.46099854,45.60499954,45.38999939,44.13999939,41.91899872,42.12400055,41.42499924,40.9620018
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.09500122,77.97699738,77.97000122,77.84600067,77.8690033,77.82099915,77.78199768,77.77999878,77.65499878,77.5059967,77.44599915,77.23500061,77.10500336,76.93800354,76.80000305,76.73200226,76.68699646,76.57800293,76.42700195,76.3219986,76.29799652,76.29000092,76.28199768,76.29299927,76.28199768,76.26300049,76.25099945,76.23300171,76.30799866,76.35099792
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.14034426,63.12982386,62.81799206,62.39278948,62.22440384,61.82598294,61.48746518,61.1121818,61.05758806,61.0435586,60.44901401,59.94031724,59.29687304,58.96495172,58.66193401,58.41112779,58.27172287,57.97158293,57.50512588,57.17500245,57.12897812,57.13432536,56.94886862,56.80351443,56.48738018,56.05537409,55.77750501,55.57955069,55.14887228,54.69932043
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.49157598,39.35299868,40.15707641,40.54758349,40.79407933,40.42751963,41.33108931,41.62249426,41.5410785,41.82947966,42.61019973,42.9613248,43.3462726,44.32704873,45.17327967,45.86486624,46.08223988,46.41732209,46.45710586,46.33823063,46.35040844,47.25678681,47.20856346,47.10705973,47.00235457,46.52370757,46.66578192,47.07972393,46.97943593,46.87868371
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.81407378,39.67419778,40.48553445,40.88321146,41.07668256,40.70910281,41.61800132,41.90605607,41.84629508,42.15071289,42.99088296,43.36940426,43.72425716,44.70159987,45.53398809,46.22381438,46.39195816,46.67852917,46.74661105,46.55214918,46.48986182,47.41314963,47.32736783,47.19570054,47.08112349,46.56377939,46.70024042,47.109309,46.99671468,46.89093245
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.76263979,39.65448674,40.46835275,40.86826648,41.11645865,40.72948318,41.64683286,41.92248462,41.81846168,42.10510204,42.88737048,43.23342262,43.61047286,44.59900771,45.4370443,46.10939129,46.29556545,46.63382234,46.66287861,46.55652591,46.57459207,47.50985189,47.46224917,47.3571461,47.23828778,46.74146336,46.88239556,47.30444494,47.20405861,47.10553223
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.83399963,49.74200058,44.51499939,42.95199966,42.49599838,41.43899918,45.0340004,44.52099991,43.07300186,42.33399963,43.61100006,44.54000092,44.47700119,44.24300003,45.40599823,48.51200104,49.97100067,50.95100021,46.68500137,45.08100128,45.66699982,46.57699966,47.78699875,48.01800156,49.35100174,50.47900009,51.18500137,52.43700027,52.58399963,52.0379982
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.13880007,54.02661353,53.92948678,53.91995674,53.98214857,54.04747027,54.13694092,54.22277539,54.25093162,54.23512769,54.28924824,54.1655451,54.02880335,53.93476879,53.88461715,53.79072071,53.74180502,53.71669336,53.45906031,53.31910599,53.24600542,53.04800171,52.88701594,52.90833207,53.01652257,53.13160371,53.68553251,53.85325584,53.95615968,54.03552163
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.03000069,17.67099953,18.03199959,18.41900063,18.80400085,18.95899963,19.04500008,19.22900009,19.34900093,19.43199921,19.23399925,19.05599976,18.93799973,18.90999985,19.13299942,19.45599937,19.7689991,20.04000092,20.26399994,20.42399979,20.50200081,20.46800041,20.37800026,20.28800011,20.22599983,20.32099915,20.44400024,20.58499908,20.61400032,20.62700081
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.89300156,36.50899887,36.22299957,35.99300003,35.93099976,35.76699829,36.06600189,37.19100189,38.04800034,38.40200043,38.93299866,39.23400116,39.37400055,39.85599899,40.17399979,40.60900116,41.00999832,41.24499893,41.1269989,41.06499863,41.42599869,41.72600174,42.04999924,42.30099869,42.61399841,42.86100006,43.40999985,43.52099991,43.84500122,44.3730011
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.0510025,68.00499725,67.94000244,67.92199707,67.91000366,67.90799713,67.91200256,67.91400146,67.875,67.87799835,67.89800262,67.85600281,68.05699921,68.11399841,68.21900177,68.34500122,68.45800018,68.55000305,68.48000336,68.48600006,68.5739975,68.64499664,68.69999695,68.80899811,68.89499664,70.45700073,70.45200348,70.45200348,70.45600128,70.48400116
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.33399963,18.71899986,18.95700073,19.27099991,19.77499962,20.02300072,20.47200012,20.86700058,21.24399948,21.65500069,21.93000031,22.29199982,22.71100044,23.33600044,23.78000069,24.30599976,24.67000008,24.94000053,24.9829998,25.16799927,25.53000069,25.43000031,25.6060009,25.50200081,25.39999962,25.46500015,25.54400063,25.66500092,25.60700035,25.46699905
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.75799942,53.59899902,47.03699875,46.83000183,44.57699966,44.93000031,46.0019989,47.0320015,48.40499878,47.3390007,45.6590004,45.44599915,47.63499832,45.72600174,46.2840004,47.31900024,48.00299835,47.69200134,46.58200073,44.91799927,46.25099945,47.42100143,47.67599869,49.09000015,50.0929985,52.09500122,52.90200043,53.66400146,52.97299957,52.82799911
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.49272911,49.51858124,49.2553262,49.09220239,48.81314946,48.59772172,48.4314677,48.22168827,48.14933945,48.09311514,47.75359358,47.43711276,47.19529563,47.10089619,46.99553391,46.69012233,46.5473515,46.20077344,45.73472485,45.33685518,45.05185597,44.743993,44.46781287,44.21977576,43.98440842,43.70511611,43.55138052,43.46517019,43.21197083,42.97283766
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.38214666,58.19855286,57.94760679,57.71548227,57.65599279,57.57669643,57.50854254,57.42395135,57.46913395,57.4631031,57.34736582,57.23709154,57.13940613,57.09789156,57.03468993,56.67758322,56.32576007,56.05629142,55.51027343,55.13860854,54.97080922,54.74436271,54.67078436,54.6020293,54.62598444,54.79205005,54.96199666,55.0924154,55.08925885,55.05329001
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.4671525,36.43006974,36.44862673,36.5659723,36.30318703,36.24133031,36.21911923,36.18801356,36.09342243,36.13750996,36.20848041,36.26369279,36.38635164,36.53083451,36.7013498,36.24058407,35.82132889,35.29860203,34.73188372,34.27250691,33.71439582,32.94936321,32.74054345,32.5526454,32.32100275,32.03191305,31.84930359,31.78749404,31.75112964,31.71222723
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.16600037,37.04499817,35.7879982,36.08800125,33.73500061,34.66999817,36.02799988,36.13700104,38.38199997,40.08300018,40.25099945,40.8409996,40.52099991,41.19900131,42.72399902,43.78499985,44.67699814,44.125,45.77999878,46.3370018,46.31800079,47.95899963,47.84500122,48.99399948,49.62200165,48.94900131,50.91199875,51.48699951,51.67900085,51.90399933
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.73300171,44.86299896,45.46900177,46.05400085,46.89599991,53.50799942,53.69300079,53.10100174,53.02799988,53.33300018,54.5340004,53.6969986,51.67499924,53.24300003,55.11199951,56.84000015,60.81299973,62.13499832,63.38899994,63.9469986,64.75700378,64.43099976,65.28800201,65.63400269,65.52899933,65.12400055,64.47000122,64.27899933,63.84500122,63.34600067
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.46299744,79.32800293,79.22599792,79.20500183,79.17700195,79.17099762,79.19100189,79.20400238,79.15699768,79.19100189,79.60500336,79.34700012,78.93299866,80.15000153,81.20600128,81.7519989,82.19300079,82.48699951,82.46299744,82.47899628,84.83999634,86.01100159,84.84600067,83.51899719,82.01300049,81.93399811,81.89600372,81.86399841,81.83200073,81.80400085
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.54199982,71.48999786,71.21600342,71.25900269,71.08599854,71.14499664,71.14299774,71.125,70.8789978,70.69400024,70.42900085,70.02799988,69.71900177,69.47899628,69.25800323,69.14099884,69.02799988,68.88800049,68.44200134,68.19599915,68.0490036,67.84100342,67.60199738,67.64900208,67.68599701,67.70999908,67.75099945,67.82299805,67.78900146,67.74900055
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.28300095,43.16899872,42.83000183,42.99399948,43.11600113,43.5379982,43.37799835,43.29999924,43.25,43.26900101,42.83000183,42.68000031,42.60400009,42.41199875,42.38700104,42.375,42.23300171,41.50600052,42,42.00400162,43.6570015,45.05400085,47.51100159,48.51599884,48.75699997,48.63100052,48.62200165,48.6570015,48.84999847,48.98300171
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.35499954,22.87000084,24.45999908,26.11000061,27.8010006,29.4829998,31.16900063,32.86800003,34.61000061,36.40800095,36.79600143,37.2120018,37.64400101,38.26599884,38.89599991,39.36700058,40.125,40.74499893,41.3219986,41.83399963,42.45399857,43.07600021,43.60699844,44.19200134,42.44300079,40.57699966,40.3409996,39.38700104,39.19200134,38.92300034
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.79899979,57.79399872,57.70000076,57.68899918,57.72600174,57.73400116,57.79399872,57.40200043,56.93099976,56.48400116,55.76300049,55.20199966,54.34000015,53.64799881,53.13600159,52.79700089,52.44800186,52.95000076,53.19800186,53.75899887,55.10699844,55.37099838,55.59199905,56.53699875,55.86399841,56.02099991,56.22700119,56.44499969,56.37599945,56.31100082
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.60000038,26.65600014,26.75300026,26.70599937,26.50399971,26.69799995,26.85899925,27.01300049,27.43600082,27.93499947,26.87199974,28.11599922,27.07099915,25.69400024,27.03300095,27.35899925,29.26000023,30.56200027,30.72100067,31.52700043,32.79299927,35.59000015,37.87400055,39.62200165,39.92200089,41.22999954,42.61000061,44.50799942,44.30899811,44.26699829
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.08300018,26.05500031,26.00799942,26.00300026,25.97800064,26.03899956,26.16699982,26.12599945,26.07900047,26.21100044,25.92900085,25.72999954,25.4470005,25.22800064,25.02099991,24.97800064,25.03000069,24.88999939,24.72299957,24.57699966,24.53000069,24.44499969,24.5529995,24.71199989,24.95599937,25.04899979,25.20400047,25.36000061,25.35499954,25.375
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.54499817,33.54000092,33.59199905,33.65399933,33.75899887,33.91199875,34.12099838,34.35599899,34.68799973,34.78900146,35.2179985,35.25299835,34.78300095,34.50899887,34.53900146,35.0909996,34.64699936,36.07099915,36.44900131,37.47600174,37.19800186,37.50899887,39.39099884,39.78099823,40.80199814,40.10200119,40.54600143,40.7120018,40.63600159,40.55799866
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.66600037,33.56600189,34.51699829,34.6609993,34.38399887,34.97900009,37.2120018,37.40100098,37.15299988,37.58300018,36.91199875,36.93399811,37.32699966,38.0890007,39.69300079,40.82699966,41.15999985,41.00400162,40.93799973,40.84600067,41.18500137,42.30400085,42.28900146,41.40200043,41.9129982,42.20100021,42.02799988,42.60100174,42.54499817,42.45100021
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.55526149,14.70769984,14.63303844,14.86719,14.82408183,15.02054714,14.94851751,14.93998259,15.46033982,15.43036956,15.56640574,15.294254,15.82427166,16.29561785,16.56442756,16.74899253,17.18970334,16.55349678,16.6614121,16.51916965,16.36153791,16.3343585,16.50300906,16.35729663,16.43170667,16.8018089,16.50872381,16.46484433,16.51901305,16.51530168
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.57002252,13.8986894,13.7413445,13.91458296,13.66585636,13.86202528,13.78127849,13.74228272,14.25330293,14.20430783,14.37043679,14.09921654,14.66334442,15.15150198,15.36069316,15.47817755,15.90207709,15.10790133,15.20250332,14.89122398,14.59627413,14.46005595,14.56787939,14.28952007,14.21465266,14.52439728,14.19746776,14.19543963,14.24046996,14.23897316
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.59292918,13.92491106,13.76607114,13.94071405,13.68932134,13.88809782,13.80459918,13.76209928,14.27566216,14.22797567,14.41652075,14.14532751,14.69895447,15.18879893,15.40322669,15.51279609,15.93037482,15.13924099,15.23757929,14.93042228,14.62297221,14.48764809,14.60158244,14.31344184,14.24163461,14.56457542,14.24150637,14.23829479,14.28111395,14.27812376
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.89331994,48.92900662,48.6605099,48.49727234,48.19746254,47.97025808,47.79329244,47.56986276,47.48414537,47.41946133,47.05820792,46.72114945,46.46283478,46.35747073,46.24042553,45.93003635,45.79310044,45.42945534,44.95828964,44.5468476,44.24125945,43.9152881,43.61029806,43.33433256,43.06287311,42.73024404,42.53200736,42.40886012,42.11363867,41.83521023
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.97800064,46.64300156,46.55400085,47.78300095,47.90000153,47.06100082,46.73300171,46.19400024,45.80899811,46.42599869,46.5359993,46.12799835,45.29999924,44.9620018,43.49900055,41.91600037,41.09700012,39.63700104,37.35200119,36.37400055,36.98300171,36.38499832,36.90200043,37.09600067,40.06399918,38.83000183,37.97600174,39.93700027,38.80799866,38.36299896
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.56000137,49.24300003,49.62599945,49.88899994,50.01599884,50.25699997,50.41799927,50.61199951,50.75699997,50.97900009,50.93999863,50.8030014,50.48699951,50.11199951,49.93799973,49.86299896,49.83499908,51.0379982,50.35100174,50.00899887,51.50699997,51.89500046,51.31399918,51.59500122,51.47600174,49.59799957,50.34899902,50.43700027,50.3030014,50.07099915
