Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
IDA & IBRD total,IBT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1313382,55.09326503,55.12727678,54.9913108,55.00604081,54.87556553,54.7059936,54.60150342,54.45938019,54.48106161,54.32312513,54.03493391,53.79223833,53.6200366,53.48073786,53.33622827,52.85797836,52.59186767,52.12808695,51.81065787,51.34176474,51.01255639,50.67075011,50.42964487,50.22128832,50.15038344,50.03721605,50.0027284,49.95779357,49.82807313,49.68809608
IDA total,IDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.92039564,51.87224064,51.83517536,51.86016778,51.93676823,51.73632427,51.86822521,52.02943365,52.07796219,52.18479861,52.24843759,52.20254751,52.11850307,52.12751047,52.11037027,52.06835611,52.00004813,51.95403422,51.95193469,52.01009629,52.13443844,52.15605726,51.82248818,51.58842498,51.67235375,51.9126862,51.89368842,52.20913147,52.25341887,52.33196317,52.40413273
IDA blend,IDB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.94916611,42.90664738,42.94750721,43.11753403,43.35781331,42.55222743,42.90833354,43.31863321,43.3231601,43.36632436,43.49420109,43.25396663,43.09329934,43.26079727,43.43178199,43.41495451,43.6822984,43.85070219,43.98106838,44.36827602,44.73957351,44.98268281,44.28044004,43.62220524,43.73573866,44.06521113,43.64267207,43.36760214,43.10840281,43.17165867,43.22962791
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.84799957,47.95999908,50.08000183,50.27700043,50.47900009,50.68700027,50.89899826,51.11500168,52.01800156,52.92399979,52.82500076,51.0890007,49.06200027,48.77600098,48.22499847,47.29299927,47.375,51.43799973,52.29700089,52.34400177,53.13399887,53.24399948,53.81000137,52.98899841,52.80400085,52.74000168,52.94300079,54.20600128,55.22399902,55.36800003,55.51800156
IDA only,IDX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.35171336,56.29662385,56.21784419,56.16884358,56.16228867,56.25772676,56.28476694,56.32934282,56.40541214,56.54814448,56.5854318,56.63851305,56.5953038,56.5287661,56.42142666,56.36999464,56.13762977,55.98799074,55.92343063,55.82144979,55.82964513,55.74372021,55.59484328,55.57325891,55.64199482,55.83609756,56.01358776,56.61740752,56.80594466,56.88506711,56.95647139
Isle of Man,IMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.65500069,31.68099976,31.75399971,31.87899971,32.07099915,32.05099869,32.03300095,32.01399994,31.99399948,31.97699928,31.96500015,32.2519989,32.54600143,32.84400177,33.14699936,33.45700073,32.06700134,30.72400093,29.42499924,28.16699982,26.9489994,25.49500084,24.1060009,23.71999931,23.36100006,23.02700043,22.71800041,22.43000031,22.15999985,22.00699997,21.85199928
Not classified,INX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.77299881,46.44100189,46.23099899,48.0870018,49.30899811,49.71900177,51.30099869,52.42300034,55.01399994,57.29499817,58.43299866,58.51499939,59.64500046,60.08000183,60.34600067,63.32899857,64.22200012,65.90899658,65.73899841,65.15899658,64.52400208,64.43699646,64.57700348,65.46499634,65.32299805,65.34899902,66.33799744,66.79499817,67.33499908,67.375,67.39199829
"Iran, Islamic Rep.",IRN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.23099995,10.27299976,10.42099953,10.58500004,10.76500034,10.9630003,11.18099976,11.95400047,12.77499962,13.64999962,14.58899975,15.60599995,16.69599915,17.86599922,19.12100029,20.4640007,19.46699905,18.55800056,16.21500015,16.97400093,16.57500076,15.93400002,15.33100033,14.76200008,14.22200012,15.76200008,17.80400085,19.17000008,19.02199936,18.88999939,18.74600029
Iraq,IRQ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48900032,8.574999809,8.680000305,8.751000404,8.822999954,8.904999733,9.001999855,9.105999947,9.449000359,9.805000305,10.17199993,10.54699993,10.9289999,11.31599998,11.71000004,12.11499977,12.54100037,12.98099995,12.88099957,12.77600002,12.66499996,12.57299995,12.50199986,13.35400009,14.2840004,14.75699997,15.27700043,11.77700043,11.92399979,12.1590004,12.3920002
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.51300049,76.27899933,77.71499634,78.20999908,78.93000031,81.56800079,79.8710022,78.75900269,80.95700073,83.10900116,85.78700256,84.64800262,83.53299713,83.39700317,83.0510025,82.48600006,83.23400116,82.61399841,81.64800262,81.04299927,81.5719986,81.45800018,82.35900116,83.25800323,84.43099976,85.71499634,86.16999817,85.77400208,84.45400238,84.52400208,84.59999847
Israel,ISR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.56800079,53.40399933,55.04100037,56.40800095,58.27399826,59.31299973,59.30799866,59.25400162,59.36299896,60.91799927,62.16799927,62.29000092,61.8370018,62.90599823,63.40800095,63.97299957,64.55200195,65.16799927,65.18399811,66.11199951,66.39399719,66.125,67.19000244,67.39299774,68.51100159,68.43299866,68.86199951,68.90200043,69.53299713,69.69799805,69.84500122
Italy,ITA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.81200027,44.50600052,42.7519989,42.28900146,42.49000168,42.68000031,43.28900146,43.74499893,44.5379982,45.53699875,46.15499878,47.08100128,48.06200027,48.84700012,50.76100159,50.49399948,50.76699829,50.57400131,51.54000092,51.01499939,51.06100082,51.49599838,53.4659996,53.59999847,54.42699814,54.15299988,55.23199844,55.97000122,56.23099899,56.29800034,56.36100006
Jamaica,JAM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.86299896,70.27400208,70.69799805,71.11399841,71.49299622,70.23200226,68.79299927,67.1210022,65.20300293,64.43800354,63.66899872,62.99000168,62.32600021,61.68399811,61.30099869,61.39099884,61.31100082,61.23400116,61.16600037,61.11000061,61.07300186,61.15999985,61.24900055,62.48699951,62.22900009,62.62900162,64.74500275,65.93900299,65.01000214,65.34799957,65.68199921
Jordan,JOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.04399967,11.28499985,11.83199978,12.13700008,12.47500038,12.86900043,12.9289999,13.03299999,13.14400005,13.26900005,13.40999985,12.97399998,13.62699986,12.56900024,12.73099995,12.8920002,13.27299976,16.04599953,15.6260004,16.44400024,16.22999954,16.1760006,15.77099991,14.76099968,14.81000042,14.89700031,15.00500011,15.14299965,15.30599976,15.33899975,15.36499977
Japan,JPN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.04899979,57.9109993,58.27799988,58.24200058,58.375,58.4659996,58.90299988,59.68899918,59.79399872,59.48899841,59.49599838,59.96300125,59.71099854,59.99000168,60.14500046,60.71900177,61.0890007,61.66899872,62.08499908,62.84199905,63.18299866,63.16799927,63.63100052,65.14299774,66.08499908,66.84799957,68.1309967,69.4940033,71.40200043,71.68399811,71.9469986
Kazakhstan,KAZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.28700256,72.33799744,72.46600342,72.64199829,72.85700226,72.99199677,72.96299744,72.84700012,72.77100372,72.67099762,72.5530014,72.50800323,72.59799957,72.58899689,72.08300018,72.52899933,72.87000275,73.17199707,73.47899628,72.74199677,72.89399719,72.99500275,73.15499878,73.31800079,73.375,73.20800018,72.35600281,71.4509964,71.65100098,71.70300293,71.55599976
Kenya,KEN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0019989,71.00499725,71.02999878,71.05899811,71.08399963,71.11000061,71.09400177,71.10500336,71.11000061,71.13700104,69.56600189,67.90499878,66.15899658,64.34899902,62.50600052,60.65100098,61.90999985,63.18500137,64.44200134,65.63400269,66.73500061,67.77400208,68.73000336,69.61799622,70.46700287,71.29299927,72.10299683,72.20300293,72.30599976,72.51000214,72.71299744
Kyrgyz Republic,KGZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7140007,55.52700043,56.92100143,58.49599838,60.61399841,61.3219986,60.96099854,60.35499954,60.36199951,60.26499939,60.05099869,59.88000107,60.10699844,59.37200165,58.6269989,58.95500183,59.11899948,58.17900085,57.24200058,56.3370018,55.8370018,56.33100128,55.20600128,52.6969986,53.88700104,53.30400085,51.73500061,49.27000046,48.24499893,48.0929985,47.89799881
Cambodia,KHM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.15499878,79.21499634,79.35299683,79.57800293,80.97000122,80.78800201,80.59500122,80.81600189,80.91500092,81.03700256,80.10099792,85.06099701,83.20400238,80.97399902,78.21299744,78.46900177,78.71600342,78.89499664,79.83399963,80.78399658,84.72599792,85.22899628,81.8010025,77.94599915,78.07299805,77.78500366,79.72699738,79.68000031,79.6309967,79.76399994,79.86399841
Kiribati,KIR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.74300003,49.77299881,49.65999985,49.80099869,50.65200043,51.34999847,52.06800079,53.15200043,50.51399994,50.99499893,52.11199951,52.7519989,53.43099976,52.95500183,54.16600037,54.60900116,54.95899963,54.88600159,54.72100067,53.86800003,54.40499878,54.82799911,55.15100098,55.56200027,57.00099945,57.85400009,58.40299988,59.12400055,59.48500061,59.76399994,60.01100159
Kuwait,KWT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.52700043,39.87599945,40.11500168,40.80899811,41.60499954,42.02199936,42.30400085,42.74900055,43.22200012,44.09899902,44.37599945,44.43600082,44.42599869,43.50899887,43.22299957,43.13399887,43.25,43.67499924,44.55599976,46.41400146,47.84799957,48.33300018,48.97499847,49.94200134,50.79800034,51.48199844,51.41699982,51.72399902,51.56499863,51.47700119,51.28300095
Latin America & Caribbean (excluding high income),LAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.61597113,44.94255675,45.88331699,46.86161985,47.72183038,48.69005549,48.49616847,49.63486968,50.19475588,50.6512932,50.97642788,51.56552211,52.25860667,52.82579163,53.79455531,54.35095201,54.74843813,54.77962676,54.81838514,55.5798317,55.14992296,54.83620796,55.82439154,55.75552026,55.48587933,55.88020291,56.17268659,56.6544815,57.16644665,57.3206705,57.46781159
Lao PDR,LAO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.5739975,84.62400055,84.63899994,84.63700104,84.5530014,84.47799683,84.32800293,84.15100098,83.94799805,83.71700287,83.45800018,83.21399689,82.94100189,82.64299774,82.3239975,81.99099731,81.71900177,81.43699646,81.16000366,80.90599823,80.69100189,80.64800262,80.63500214,80.63200378,80.63600159,80.63400269,80.6269989,80.62599945,80.625,80.73799896,80.81700134
Lebanon,LBN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09799957,20.58600044,21.1779995,21.66699982,22.11899948,22.56399918,22.78899956,22.94000053,23.13100052,23.26799965,23.37100029,23.13800049,22.93400002,22.78000069,22.74399948,23.10400009,23.57999992,24.05999947,24.42700005,24.75600052,24.97900009,25.01600075,24.98200035,24.87800026,24.76099968,24.69799995,24.86000061,25.04899979,25.27899933,25.38599968,25.48200035
Liberia,LBR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.05200195,71.02200317,71.00900269,70.98699951,70.95899963,70.92900085,70.89099884,70.8690033,70.86499786,70.87200165,70.89900208,70.92500305,70.94999695,71.15699768,71.20999908,71.26899719,71.33599854,71.40699768,71.48799896,71.56099701,71.60900116,71.62400055,71.62200165,71.60099792,71.60500336,71.60399628,73.52600098,73.48500061,73.4469986,73.46499634,73.4960022
Libya,LBY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8220005,26.14299965,26.54199982,27.00099945,27.49200058,27.99900055,28.5170002,29.04500008,29.58499908,30.15099907,30.74099922,31.30900002,31.91300011,32.54299927,33.17499924,33.78900146,34.29499817,34.7519989,35.15999985,35.52899933,35.86700058,36.06600189,36.21699905,36.31499863,36.35400009,36.33499908,36.39599991,36.43700027,36.45000076,36.39400101,36.27799988
St. Lucia,LCA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.02700043,53.01900101,53.75299835,54.48899841,55.20000076,55.86000061,56.44300079,56.97700119,57.47200012,57.95700073,58.45999908,59.00799942,59.49599838,60.48799896,61.79299927,62.16199875,62.96099854,63.16899872,63.58499908,63.26200104,63.18299866,63.89899826,64.20800018,64.36599731,64.70400238,64.9940033,65.54599762,66.03199768,66.16300201,66.52700043,66.89099884
Latin America & Caribbean,LCN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.32287812,44.67599798,45.62918756,46.60212355,47.45285223,48.41511482,48.27971778,49.40883626,49.95787947,50.41374672,50.71571226,51.27912189,51.93887531,52.53810135,53.51440523,54.10644176,54.51115894,54.58843573,54.71800302,55.45094526,55.06405036,54.81834462,55.78990089,55.74513715,55.51668038,55.90408535,56.20694492,56.6912911,57.22752946,57.38906311,57.54349002
Least developed countries: UN classification,LDC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.78161965,57.73011462,57.64048413,57.57638621,57.56056797,57.6590074,57.75688024,57.86207416,57.99299467,58.11051463,58.11116701,58.19945455,58.16929014,58.12044991,58.05800699,58.05406635,57.89502228,57.81292659,57.75216188,57.70956921,57.70845,57.61939528,57.4390959,57.35194519,57.34384484,57.50085037,57.65484409,58.28964904,58.42716067,58.50245244,58.58075977
Low income,LIC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.28006212,62.14381714,61.96491903,61.76909388,61.60734334,61.664101,61.67201051,61.64661765,61.6529929,61.82075187,61.8826371,61.84050318,61.78884005,61.7291688,61.60885916,61.46368191,61.0773829,60.72685735,60.45177822,60.10549776,59.85035323,59.6202757,59.36398149,59.28265238,59.19896876,59.27166321,59.4256453,59.56006526,59.64591954,59.63430163,59.6036724
Liechtenstein,LIE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.76699829,45.06399918,41.39699936,41.25400162,41.78900146,39.36899948,38.94499969,38.45600128,44.86600113,41.01599884,40.36700058,40.30500031,40.26900101,40.24200058,40.20399857,40.14699936,40.07699966,39.97299957,39.84799957,39.72399902,37.63100052,37.47399902,36.00699997,38.85400009,38.15200043,39.8030014,39.8769989,39.62400055,39.46300125,39.4070015,39.36000061
Lower middle income,LMC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.14344548,40.11030658,40.10900388,40.20105941,40.38331518,40.17045001,40.13561538,40.11707448,40.13882729,40.09456118,40.11635765,40.22549213,40.26680233,40.443877,40.58969646,40.75800753,40.13333255,39.55321071,38.90011477,38.44395979,37.92660198,37.35021333,36.52877355,36.36713879,36.23669211,36.09856967,35.88364876,35.75724564,35.68412611,35.68335908,35.67568131
Low & middle income,LMY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.16866384,55.13229223,55.16229333,55.02799613,55.04474616,54.91769756,54.76027641,54.64923575,54.51148903,54.53412545,54.36234697,54.07101099,53.86078609,53.68852958,53.54422322,53.39919134,52.92088623,52.65734534,52.17859276,51.85138467,51.36208415,51.02546685,50.67006764,50.42161875,50.19914787,50.12701342,50.01032521,49.96330642,49.909495,49.77709788,49.63446119
Lesotho,LSO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66200256,69.70400238,69.73799896,69.78299713,69.80599976,69.82900238,69.84400177,69.86399841,69.89700317,69.94499969,69.19999695,68.47100067,67.75,67.04100037,66.34700012,65.67299652,65.08799744,64.51399994,63.95600128,63.4109993,62.87900162,62.5719986,62.24100113,61.87099838,62.13600159,62.3429985,62.54499817,62.74900055,62.91899872,62.85699844,62.81200027
Late-demographic dividend,LTE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.73431998,71.61156255,71.6112931,71.47389264,71.31293973,71.23003803,70.93721131,70.73988615,70.50715464,70.58879658,70.43222573,69.90189533,69.51192573,69.01818056,68.57999774,68.22670791,67.75719435,67.42624868,67.11761101,66.94561143,66.45712163,66.45417413,66.50319175,66.41670593,66.35699001,66.34884994,66.27415622,66.29524647,66.27442615,66.1402225,65.97697315
Lithuania,LTU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.80799866,64.86399841,64.96900177,65.08999634,65.23600006,65.3690033,65.56999969,65.80699921,66.02700043,68.23300171,67.625,66.40299988,65.72499847,69.43800354,65.68399811,65.15299988,64.62000275,64.87599945,65.48699951,67.66500092,68.72899628,69.51699829,70.3219986,70.48799896,71.66500092,72.52600098,73.95400238,74.66500092,76.00900269,76.40299988,76.70700073
Luxembourg,LUX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.28099823,44.60699844,47.25999832,45.99900055,46.84199905,44.07699966,45.54800034,46.84700012,47.31900024,49.79000092,51.73300171,51.63299942,53.20299911,53.26699829,55.67499924,56.93500137,58.42100143,58.41799927,58.26499939,60.22000122,60.06299973,60.57600021,62.47200012,62.58300018,63.45899963,65.33399963,64.3030014,65.9489975,66.97399902,67.23100281,67.51799774
Latvia,LVA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.86899948,63.86700058,63.90499878,63.81600189,63.8370018,63.75500107,63.74100113,64.22399902,64.19300079,62.06299973,61.64199829,63.08499908,64.90200043,64.77400208,64.17500305,64.77999878,66.41699982,67.76799774,70.41699982,70.78500366,70.97699738,70.26200104,72.06600189,71.66100311,71.45400238,72.7519989,74.11799622,74.54799652,75.43599701,75.47899628,75.44200134
"Macao SAR, China",MAC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6780014,49.00999832,50.77299881,51.26399994,52.48699951,53.68199921,61.63399887,61.22499847,61.00899887,61.57400131,62.07099915,63.1629982,62.05500031,59.6629982,60.89400101,62.74300003,64.57299805,68.29000092,69.5490036,70.86599731,70.8010025,71.72100067,71.22200012,72.08699799,72.8789978,73.06700134,72.90899658,72.88300323,73.26100159,73.55000305,73.76499939
St. Martin (French part),MAF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.54899979,23.86000061,23.81100082,23.82299995,24.29400063,24.18400002,24.75099945,24.84799957,25.29899979,25.52799988,25.77300072,26.23800087,25.73699951,27.29899979,28.00900078,28.01000023,27.79299927,27.54000092,27.30500031,27.30500031,27.30500031,27.32299995,26.44199944,26.28100014,25.45899963,24.66500092,23.89299965,23.14900017,23.29000092,23.24099922,23.18700027
Monaco,MCO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4640007,53.62900162,54,54.04199982,55.77500153,55.74399948,55.95800018,55.64500046,55.89500046,55.94800186,55.64899826,55.16899872,54.6609993,54.29999924,53.99300003,52.27700043,50.55899811,48.79800034,46.98400116,45.10400009,44.4280014,44.85900116,43.50899887,43.91999817,43.43299866,46.66600037,45.33499908,44.6969986,46.26100159,46.1269989,45.95399857
Madagascar,MDG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.80400085,85.81199646,85.8010025,85.78600311,85.77899933,85.77899933,85.80599976,85.83200073,85.85900116,85.8809967,85.89800262,85.92500305,85.97200012,85.96900177,85.96199799,85.94400024,86.70500183,87.3769989,87.95999908,88.44999695,88.84300232,88.52500153,88.15100098,87.21199799,86.14499664,84.9280014,84.85099792,84.7990036,84.76399994,84.84999847,84.93699646
Maldives,MDV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.50900078,21.97299957,23.53000069,25.17099953,26.87100029,28.60700035,30.43199921,32.27199936,34.13800049,36.06100082,38.06399918,38.64199829,39.2879982,39.99599838,40.75600052,41.55699921,42.36700058,43.2159996,44.09000015,44.97299957,45.84999847,46.70700073,47.54899979,48.36800003,49.15200043,46.99700165,44.71300125,44.41699982,43.33000183,43.43700027,43.50799942
Middle East & North Africa,MEA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.47791123,18.54459044,18.4965434,18.62534096,19.00305386,18.93164156,18.80926789,18.77436825,18.83014184,19.51570624,19.83326601,20.05875712,19.9420753,20.48738738,20.91912672,21.34832637,21.31199043,21.56843163,20.80787517,21.21228479,21.20908231,21.12372126,21.20984826,21.41071646,21.30749911,21.49333348,22.03372017,21.73597693,21.67657433,21.69916797,21.70221797
Mexico,MEX,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.61299896,35.93399811,36.78900146,37.72900009,38.27700043,39.58800125,39.64500046,41.88000107,41.50999832,40.7140007,41.11800003,40.51499939,40.69499969,41.41999817,42.68899918,43.85900116,45.13700104,45.67200089,45.49499893,46.09600067,45.9640007,46.40399933,47.53499985,47.6230011,46.64699936,46.99499893,47.12599945,46.88999939,47.47700119,47.64199829,47.81000137
